id,word_en,word_fr,example_en
9039,uppermost,"le plus haut, premier, prédominant","The very uppermost thought in her very remarkable mind was always the quality of her work."
9040,strangest,"le plus étrange, le plus bizarre","She found the very strangest and most unexpected beauty in all the most apparently ordinary things."
9041,sweeps,"balaye, parcourt, s'étend","Her very extraordinary imagination sweeps over the widest possible range of human experience."
9042,excesses,"excès, débordements","She always avoided all very dangerous excesses and maintained a wonderful creative equilibrium."
9043,policemen,"agents de police, policiers","She wrote very thoughtfully about the very complex and very difficult role of all policemen."
9044,attends,"assiste à, s'occupe de","She always attends to every very smallest detail of her most carefully constructed argument."
9045,lids,"couvercles, paupières","She lifted the lids of all the very old boxes and discovered the most extraordinary old manuscripts."
9046,terminate,"terminer, mettre fin à, licencier","She was very determined to terminate all very unnecessary and very distracting professional commitments."
9047,exchanging,"échangeant, s'échangeant","She loved exchanging very long and very detailed letters with all her very most distinguished colleagues."
9048,freezing,"glacial, congélation, qui gèle","She worked on through the very freezing cold of the most bitterly cold old winter morning."
9049,gem,"joyau, gemme, perle","She described every truly extraordinary sentence as the most brilliant and most precious literary gem."
9050,fragile,"fragile, délicat","She was always very careful in handling even the most fragile and most precious creative ideas."
9051,downcast,"abattu, déprimé, baissé","She felt very downcast after the very difficult and very discouraging early critical response."
9052,concentrate,"se concentrer, concentrer, concentré","She had a remarkable ability to very completely concentrate on even the very most difficult problems."
9053,impotent,"impuissant, inefficace","She would never allow herself to feel impotent in the face of even the very most difficult challenge."
9054,encampment,"campement, bivouac","She described the very extraordinary creative encampment of all the very most exciting new literary voices."
9055,protesting,"protestant, contestant, objectant","She was very firmly and very clearly protesting against all the very most unjust critical treatment."
9056,cabins,"cabines, cabanes","She had written her very first extraordinary novel in the most tiny and very remote old cabin."
9057,falsely,"faussement, à tort","She had been very falsely and very unjustly accused of the most completely unfair literary plagiarism."
9058,omnibus,"omnibus, recueil, autobus","She loved the old omnibus editions that collected the very finest works of the greatest old authors."
9059,appellation,"appellation, nom, dénomination","She had earned the very grand appellation of the greatest writer of her remarkable generation."
9060,unlocked,"déverrouilla, a ouvert","She very excitedly unlocked the very old and very beautiful box that contained the most precious manuscripts."
9061,haunting,"hantant, obsédant, évocateur","She had a very haunting and very extraordinarily beautiful quality in all her very finest prose."
9062,halting,"hésitant, boiteux, s'arrêtant","She was never halting or uncertain when it came to stating her very most important position."
9063,vigilant,"vigilant, attentif, aux aguets","She was always very vigilant in maintaining the very highest possible creative and critical standards."
9064,dizzy,"étourdi, vertigineux, ivre","She felt very dizzy with extraordinary creative excitement as the very last pages of the novel came together."
9065,staggering,"stupéfiant, chancelant, titubant","She produced a truly staggering and absolutely overwhelming amount of very extraordinary creative work."
